,cluster_label,tags,tags_keybert,content
2440,269,"['innovation during covid-19', 'quality education', 'women empowerment', 'youth and unemployment', 'Free Education']","['femmes', 'famille', 'léthargiques', 'la', 'covid', 'franges', 'familles', 'associatives', 'groupements', 'equipes', 'proximité', 'numérique', 'elles', 'renforcée', 'capacités', 'résultats', 'œuvre', 'société', 'autres', 'capacité']","Handicap et COVID19 : Formation des enfants e de femmes en situation de Handicap
Contexte Les enfants, femmes en situation de Handicap et leurs familles ne sont pas suffisamment impliqués dans la société au point de voir leur capacité renforcée au même titre que les autres franges de la population. Seule une minorité évolue au sein de structures associatives qui elles même sont léthargiques et pas assez efficace. Ceci peut être un facteur d’exposition à la pandémie pour elles et leurs familles. Solution Ces pour toutes ces raisons que le projet Handicap et COVID entend mettre en œuvre des actions de proximité et de renforcement de capacités dans le strict respect de la Gestion Axée sur les Résultats (GAR) avec une implication des différentes groupes concernés. Ces actions qui se basent sur le principe de l’inclusion sont : Rencontre de planification et de suivi évaluation avec les parties prenantes ; Formation et sensibilisation au profit des enfants, femmes en situation de handicap et famille sur le COVID-19 ; Formation sur le numérique, l’autonomisation et création d’un réseaux de promotion artisanal inclusif ; Formation et renforcement de capacité entrepreneuriales au profit des femmes membres des groupements des personnes en situation de handicap. Equipes innovateurs :"
2441,269,"['alternative finance', 'financial inclusion', 'innovation during covid-19', 'youth and unemployment', 'covid-19 response']","['partenaires', 'niger', 'aucune', 'participatif', 'equipes', 'la', 'campagnes', 'locaux', 'covid', 'habib', 'participer', 'campagne', 'aminou', 'caritatives', 'financement', 'soutenir', 'nakirki', 'web', 'pandémie', 'aichatou']","ISEED-La graine de solidarité collective-TEAM NAKIRKI
Contexte
En cette période de pandémie du covid-19 les élans de solidarité fusent du monde entier.
Les campagnes de collecte d’argent sur les sites internet de financement participatif pour soutenir les personnes dans le besoin se sont multipliées.
Au Niger, il n’existe aucune plateforme web de financement participatif pour donner de la visibilité aux personnes dans le besoin et pouvoir collecter les dons pour lutter contre le coronavirus.

SOLUTION
C’est quoi : Une plateforme web de financement participatif.
Pourquoi : Participer à une campagne de financement participatif afin de collecter des fonds pour lutter contre le coronavirus.
Comment : En publiant des campagnes de financement, puis collecter les dons effectués grâce aux différents modes paiement sécurisés disponibles.
La particularité : iSeed c’est aussi, permettre d’utiliser les fonds directement auprès de nos partenaires locaux.
iSeed c’est aussi une plateforme de mis en contact des bailleurs de fonds et autres associations caritatives avec des initiateurs locaux.
Impacts
- Permet de mieux lutter contre le coronavirus par l’achat de kit de protection pour les populations et soutenir le corps médical maintenant et après covid-19 ;
- Aider la population à préparer les actions post-covid-19 ;
- Favoriser les levées de fond pour soutenir les entrepreneurs ;
- Réinvestir l’argent issue de la collecte dans l’économie locale ;
- Amélioration des conditions de vie des personnes ;
- Renforcé les liens de solidarité ;
- Permettre aux ONG de mieux identifier les projets locaux afin qu’ils bénéficient de ces fonds.
Equipes innovateurs :
- Aminou Inoussa Habib, Chef du projet – Développeur ;
- Dia Oumar Aichatou, Membre du projet – Chargé de communication ;
Saidou Adam Kiari Mohamed, Membre du projet – Développeur"
2442,269,"['digitalhealth', 'employment', 'good health and well-being', 'innovation challenges', 'innovation during covid-19', 'youth', 'community  involment']","['médecins', 'virus', 'abdoul', 'covid', 'mieux', 'confinée', 'covi', 'lutte', 'la', 'wahid', 'publiques', 'santé', 'ministère', 'suis', 'suivi', 'kanda', 'equipe', 'nouhou', 'permettra', 'céder']","Application-Je suis confiné-Suivi à distance des malades du COVI19 par les médecins
C’est une application qui permet aux médecins de suivre la personne confinée à distance. Elle permettra aux autorités publiques de mieux contrôler la progression du virus. L'application sera en grande partie céder au Ministère de la santé dans le cadre de la lutte contre le covid19. Equipe innovateurs : - Abdoul Wahid Sani, Nouhou Kanda."
2443,699,"['employment', 'innovation challenges', 'innovation during covid-19', 'youth', 'youth and unemployment', 'solidarity', 'community  involment']","['solidarité', 'fund', 'tous', 'la', 'affaire', 'est']","Kyauta fund-La solidarité, c'est l'affaire de tous !"
2444,123,"['plastic waste', 'metalic waste', 'organic waste', 'obc', 'cardboard waste']","['panamá', 'nuestra', 'hotmail', 'soluciones', 'marisol', 'cuenta', 'contenerización', 'marisoland', 'ciudad', 'reciclaje', 'promoviendo', 'veintiséis', 'tratamiento', 'plásticos', 'organizaciones', 'vidrio', 'sociedad', 'generación', 'tanto', 'buenas']","FAS Panamá
Marisol Landau
marisoland36@hotmail.com
Cuenta con más de veintiséis años de experiencia promoviendo y diseñando soluciones para mejorar el manejo de los residuos sólidos y, por tanto, el desempeño ambiental de empresas, instituciones, organizaciones y comunidades. Nuestra meta es integrar los objetivos de Responsabilidad Social y Empresarial con las buenas prácticas de gestión ambiental.
Ciudad de Panamá, Darién
https://www.instagram.com/faspanama/
Organización comunitaria/sociedad civil
Origen/Generación
Separación/Contenerización
Tratamiento/ Reciclaje
Orgánicos
Plásticos
Papel/cartón
Aluminio y otros metales
TetraPak
Vidrio
Textiles
Todas las anteriores"
2445,269,"['digital platform', 'employment', 'food security', 'innovation during covid-19', 'trade', 'youth', 'community  involment']","['coronavirus', 'fonctionnalités', 'harouna', 'devenues', 'aucune', 'fermeture', 'alimentaires', 'soutien', 'plafonnant', 'soutenir', 'dénoncer', 'fournissant', 'moumouni', 'universite', 'hui', 'souffre', 'depuis', 'apparition', 'dénonciations', 'empêche']","Application de contrôle des prix des denrées alimentaires
Contexte Depuis l’apparition du coronavirus, le consommateur subit une hausse des prix des denrées alimentaires qui sont devenues rares sur le marché. Face à cela, le gouvernement a publié un arrêté pour enrayer cette hausse en plafonnant les prix pratiqués. L’Etat compte sur le soutien de la population qui doit dénoncer tout commerçant ou détaillant qui refuse de respecter l’arrêté. L’arrêté souffre d’un manque d’application de la part des commerçants et détaillants. 1. Fermeture des frontières qui empêche les grossistes de fournir assez de denrées pour tout le monde ; 2. Faible application de l’arrêté ; 3. Hausse des prix. Solution Création d’une application mobile pour permettre à la population de dénoncer les commerçants et détaillants qui ne respectent pas l’arrêté, en prenant en photo le produit et en fournissant les informations nécessaires à la localisation du professionnel. 1. Avec le nombre de dénonciations, l’Etat pourra faire pression sur les grossistes ; 2. L’Etat peut directement réprimander les commerçants et les détaillants ; 3. Baisse des prix dans le respect de l’arrêté. C’est une application mobile simple suffit, pas besoin de fonctionnalités complexes. Aujourd’hui, aucune solution n’existe au Niger pour soutenir la population a faire face à une situation de crise économique. Equipe innovateurs : - IBRAHIM MOUMOUNI HAROUNA, ETUDIANT A L’UNIVERSITE DE NIAMEY EN LICENCE 2 “MATHEMATHIQUE INFORMATIQUE”, ATTESTATION SUR LE BUILD IN A BOX 2018."
2446,269,"['digital platform', 'innovation during covid-19', 'quality education', 'youth', 'Free Education']","['éducatifs', 'éducatif', 'technologique', 'informatique', 'interactivité', 'éducatives', 'internet', 'gouvernements', 'fonctionnalités', 'equipe', 'gouvernement', 'université', 'continuité', 'évaluer', 'cryptage', 'contexte', 'ligne', 'technologies', 'apprentissage', 'enseignants']","Equipe Makaranta ou le e-learning
Contexte
L’informatique en générale, les technologies (TIC) en particulier ont conduit à l’apparition des services en ligne, Entre autres le e-learning.
Le e-learning consiste à utiliser les ressources de l'informatique et de l‘internet pour acquérir, à distance, des connaissances.
L’apparition du COVID-19 et les mesures de protection prises par les gouvernements pour stopper l’avancée de la pandémie ont poussé à une utilisation massive des services en ligne.
Dans le cadre de la compétition nationale Coronackathon, MAKARANTA la plateforme de e-learning qui est proposée pour faciliter l’apprentissage, la continuité des cours à distance pour les élèves, les enseignants et l’ensemble des systèmes éducatifs nigériens.
Il s’agira de :
Ø Appuyer le gouvernement dans la riposte contre COVID-19, en garantissant la continuité du système éducatif.
Ø Permettre la disponibilité des cours peu importe la destination sur ordinateurs et smartphones. Garantir l\'éducation tous les nigériens.

Solution
La plateforme dédiée offre aux institutions éducatives la possibilité de créer des cours en ligne et des sites e-learning. C’est un Learning Content Management System qui a plusieurs fonctionnalités. Il permet à l’organisme d’offrir des cours en ligne de gérer l’apprentissage, organiser le contenu, évaluer l’apprenant, et faciliter l’interactivité entre apprenant et enseignant. Il garantit aussi le cryptage des données sensibles. L’application MAKARANTA est facilement intégrable dans le système de ou l’infrastructure technologique de l’université.

Equipe innovateurs :
- Maman Moutari Abdou Omar, Ingénieur Sécurité Informatique ;
- Maman Sofo Barmini Elhadji Manzo, Ingénieur, Business intelligence & Data analyse ;
- Barazé Mohamadou Ahmed, Business Développeur;
- Hama Amadou Boubacar, Ingénieur, Développeur."
2447,269,"['digital platform', 'employment', 'fake news', 'frugal innovation', 'innovation during covid-19', 'youth', 'community  involment']","['fakenews', 'factcheck', 'banalisation', 'vérificateur', 'covid', 'langues', 'niger', 'lutte', 'la', 'conspirations', 'langue', 'infox', 'traducteur', 'risques', 'sociaux', 'web', 'théories', 'fausses', 'depuis', 'inscrit']","Application web de lutte contre les fakenews en période de COVID19
Contexte Le projet Niger-factcheck s’inscrit dans un contexte de lutte contre les fakenews et les théories de complot diffusés depuis l’apparition du covid-19. La diffusion massive des infox et conspirations sur la pandémie à covid-19 dont les causes sont : 1. Les velléités de déstabilisation; 2. 2. La manipulation des consciences et le buzz ; 3. La banalisation de la violence. Solution Une application web et un groupe WhatsApp de vérification des fausses informations et la diffusion des vidéos en langues locales pour démentir ces infox. 1. prevention des troubles; 2. . Sensibilisation de la population ; 3. Prise de conscience sur les risques liés aux infox. L’innovation est la rapidité dans la vérification et la communication en langues nationales. Equipe innovateurs : - Habibou Mouha, Chef d’équipe, Vérificateur des infox ; - Shanoune Sidi, Membre de l’équipe, Traducteur en langue ; - Oumarou Roumane, Vérificateur des infox sur les réseaux sociaux."
2448,323,"['digital platform', 'employment', 'innovation during covid-19', 'quality education', 'youth', 'community  involment', 'Free Education']","['covid', 'interactif', 'durant', 'ligne', 'période', 'la', 'en']",Cours en ligne interactif durant la période de COVID19
2449,269,"['digitalhealth', 'good health and well-being', 'health systems support', 'innovation during covid-19', 'covid-19 response']","['phytopatologue', 'phytopathologie', 'infectieuses', 'einovatech', 'conventionnelles', 'portique', 'inovatech', 'agroforesterie', 'dispositifs', 'vestimentaires', 'recommandées', 'contexte', 'bavettes', 'pandémie', 'circonstances', 'citoyens', 'pdgi', 'apporte', 'essentiel', 'visant']","Portique de Désinfection des Germes de maladies Infectieuses (PDGI)
Contexte
Dans ce contexte de propagation de la Covid-19, nombreuses sont les initiatives engagées à travers le monde, afin de contribuer, à l'effort national visant à atténuer les répercussions de cette pandémie et la prévenir. Selon les moyens et les idées qui leur sont propres les Etats et des citoyens se sont engagés à chercher de nouvelles solutions pour protéger la santé des populations.
C`est dans cette situation que notre Entreprise INOVATECH a rapidement développé le Portique de Désinfection des Germes de maladies Infectieuses (PDGI), une innovation pour mettre sa compétence au service de cette cause. L’innovateur Hassane Bissala Y, phytopathologie de formation estime que c’est un devoir de présenter un service à son pays dans de telles circonstances.

Solution
Le renforcement des mesures barrières d’hygiène et de lutte contre l’infection peuvent limiter la propagation de micro-organismes résistants et réduire l’utilisation abusive et à mauvais escient des antimicrobiens.
Le Portique de Désinfection des Germes de maladies Infectieuses (PDGI) est un équipement physique qui rassemble en un seul outil, l`essentiel des mesures barrières conventionnelles recommandées par les États.
Il assure un seul passage la distanciation physique, la désinfection des semelles de chaussures, le lavage des mains, le port des bavettes et la désinfection des tenues vestimentaires des visiteurs.
Avantage du PDGI : en général les dispositifs de lavage des mains déposés devant les entrées des bâtiments sont très peu utilisés par les visiteurs pour diverses raisons. Le PDGI apporte une correction à cette négligence car les visiteurs sont contraints de passer dans le portique pour accéder aux lieux.

Equipe innovateurs :
- HASSANE BISSALA Yahaya, Directeur et innovateur : Phytopatologue ;
- Mourtala Mamane, Assistant Technique : Ingénieur Electromécanien ;
- Kassimou Mayao, Ouvrier spécialiste construction métallique.
- 
Adresse : NOVATECH-Sarl/ Innovations, Agroforesterie, Commerce Général 
RCCM/NI/NIA/2013/A/397/04/02/2013 ; Nif : 35665/S Cel : 0022791 10 00 85 / 0022793946984/0022796 96 48 53- Bp 2796 Ny, Email : hbissala@gmail.com, hbissala@yahoo.fr , einovatech@yahoo.com .
Cpt. BOA No NE 038 01001 00141575 0000 73"
2450,289,"['employment', 'good health and well-being', 'innovation during covid-19', 'youth', 'community  involment', 'clean water', 'reduced waste water']","['depuis', 'economie', 'pandémie', 'meilleur', 'contexte', 'tahirou', 'robinet', 'hamidou', 'eau', 'covid', 'mamoudou', 'equipe', 'dispositifs', 'haoua', 'pédale', 'lavage', 'cette', 'oumarou', 'idrissa', 'virus']","Eviter de toucher le robinet ou le savon pour lutter contre la contamination du COVID19
Contexte
Depuis le début de cette pandémie on nous dit que le meilleur moyen d’éviter de contracter ce virus c'est de se laver les mains. Mais utilisons-nous réellement des dispositifs de lavage des mains adapter pour cette situation ?

Solution
• Eviter de toucher le robinet ou le savon ;
• Système de pédale
• Economie d’eau.

Equipe innovateurs :
- Haoua Oumarou Moussa, Présidente et initiateur du projet ;
- Idrissa Hamidou Mamoudou, Team Communication, Chargé des designs et graphiques ;
- Ismael Issa, Superviseur ;
- Omar Tahirou Yaro, community Manager."
2451,269,"['artificial intelligence', 'digitalhealth', 'employment', 'health systems support', 'innovation during covid-19', 'youth', 'community  involment']","['nigérians', 'niger', 'africains', 'la', 'contexte', 'économique', 'endiguement', 'covid', 'banque', 'ruchogoza', 'désinfecter', 'mugisha', 'moussa', 'faciaux', 'mondiale', 'equipe', 'équipe', 'amadou', 'feu', 'limiter']","Tunnel de désinfectant intelligent 
Contexte
À ce jour, l'endiguement et la distanciation sociale sont les seuls moyens efficaces de lutter contre la propagation du Covid-19. Avec la situation économique des Nigérians, dont 44,5 % vivent avec moins de 1,90 $ par jour (2014) selon la Banque mondiale, les seules mesures mises en place sont le port de masques faciaux et le couvre-feu ; la propagation est inévitable... En 3 mois (d'avril 46 cas au 4 juin 963), les cas ont été multipliés par plus de 20.

Solution
Pour limiter la propagation du Covid 19, un tunnel de désinfection intelligent dans les lieux publics pour désinfecter, prendre les températures et alerter le personnel compétent en cas de cas suspect, tout en collectant des données pour l'analyse de la situation, serait une solution adéquate aux problèmes rencontrés par le Niger et le reste des pays africains.
Les services offerts par la solution :
Ø DESINFECTATION : Il diffuse un désinfectant sur les personnes pour tuer le virus ;
Ø TRANSMISSION DE DONNÉES : En cas de fièvre, il envoie immédiatement un message informant l'équipe d'urgence, et envoie les dossiers tous les jours.
Equipe innovateurs :
- Moussa Amadou Bello Project Manager;
- Mugisha Ruchogoza Axel Designer et Programmeur ;
- Tilado Sandwidi Joseph Head Of IT;
-"
2452,289,"['employment', 'fake news', 'innovation during covid-19', 'quality education', 'youth', 'community  involment', 'platform']","['nigériens', 'niger', 'sociaux', 'abdoul', 'lutte', 'contexte', 'hamadou', 'designe', 'géolocalisation', 'covid', 'reseaux', 'connaissance', 'canal', 'equipe', 'timothée', 'aziz', 'travers', 'système', 'une', 'esprit']","Lutte contre le COVID19 A TRAVERS LES RESEAUX SOCIAUX AU NIGER
Contexte
• Insuffisance de connaissance et information erronée ;
• Insuffisance des communications occasionnant des troubles sociaux ;
• Impact négatif sur les programmes d’éducation.

Solution
Ø Créer un canal de communication 100% nigériens ;
Ø Maintenir l’esprit de coopération de fraternité et de solidarité entre les nigériens ;
Ø Créer un système de géolocalisation permettant une lutte efficace contre le covid-19.

Equipe des innovateurs :
- Omar Hamadou, Développeur - Designe;
- Timothée Richard, Développeur Mobile;
- Abdoul-Aziz Taro, Développeur Web."
2453,269,"['covid-19', 'employment', 'good health and well-being', 'innovation challenges', 'innovation during covid-19', 'youth', 'community  involment']","['niger', 'éduquer', 'ousseini', 'seydou', 'fonctionnalités', 'corporelle', 'la', 'lutte', 'vaccin', 'kabirou', 'jamais', 'niveau', 'lavé', 'gnali', 'visières', 'contexte', 'cette', 'biomédicale', 'visière', 'surveiller']","YAYI MAKE ou visières de protection
Contexte
Plus de 6 millions des cas confirmés dans le monde et 961 cas confirmés au Niger, la lutte contre le Covid 19 est plus que jamais urgente.
Face à cette pandémie, tout le monde doit être protégé au maximum surtout en cette période déconfinement.
Face à cette maladie virale sans traitement et ni vaccin, la seule arme qui est la prévention requiers un certain nombre d'équipements de protection qui sont en manque dans le pays :

● Une demande forte sur le marché international ;
● Une demande forte sur le marché international ;
● Une demande forte sur le marché international.

Solution
Yayi make utilise les nouvelles méthodes de fabrication numérique tel que l’impression 3D, l'électronique et l’open source pour fabriquer localement des visières protections en deux versions différentes.
§ Ils permettent une protection quasi-complète par leur effet anti projection au niveau des trois zones par lesquelles entre le virus : la bouche, le nez et les yeux.
Avec une vitesse de production rapide cette version de visière pourra être imprimé et assemblé en 20 minutes.
§ En plus d’une protection faciale, cette visière connectée avec son application mobile vous aide à bien respecter les règles de prévention tel que :
- La distanciation sociale grâce à un capteur ultrason qui contrôle la distance d’au moins 1 mètre avec les autres,
- Le lavage de main grâce à un minuteur intégré qui vous aide à bien lavé vos mains pendant 20 secondes tel que recommandé par l’OMS
- Le contrôle de votre température corporelle grâce à un capteur infrarouge.
Avec ces fonctionnalités , cette version de visière pourra être utilisée pour éduquer et sensibiliser sur les bons gestes barrières, mais aussi grâce à son application mobile elle peut être utilisé dans les entreprises et écoles pour surveiller sur une plateforme la température des employés.

Equipe des innovateurs :
- Mamane Kabirou Ousseini, Maker, Ingénieur en instrumentalisation biomédicale ;
- Ousmane Seydou Gnali, Software Engineer."
2454,269,"['agriculture', 'women employment', 'nutrition', 'health eating']","['cantines', 'faso', 'assaisonnement', 'entreprenariat', 'consommateurs', 'douteuse', 'scolaires', 'locaux', 'travaux', 'cuisson', 'soumbala', 'cette', 'mme', 'santé', 'la', 'entreprise', 'qualité', 'traoré', 'agit', 'consommation']","Riz ''SOUMBALA'' du Faso
Descriptif de la solution Il s’agit du riz local précuit avec tout l’assaisonnement nécessaire pour une cuisson immédiate. Il permet de: Améliorer la santé des consommateurs de riz ; Permettre de gagner du temps pour d’autres activités ; Réduction de la pénibilité de certains travaux ménagers ; Promotion de l’entreprenariat local A quel défi/problème répond cette solution ? Consommation de denrées de qualité douteuse A qui s'adresse la solution? Les ménages Les cantines scolaires En quoi est-ce que cette solution est innovante? Promotion de la consommation des produits locaux Réduction des travaux ménagers Gain de temps
Promoteur de la solution : Mme Traoré, ENTREPRISE TOUT SUPER ; Cel. : 78 82 95 35 / 66 84 50 22
i"
2455,269,"['affordable agricultural & industrial machineries', 'community hub for local solutions', 'food security', 'natural solutions', 'system transformation']","['huiles', 'huile', 'massaoudou', 'la', 'adamou', 'alimentaires', 'presse', 'participe', 'niveau', 'communautés', 'arachide', 'cette', 'adresse', 'presser', 'extraire', 'consommation', 'cel', 'ménages', 'pour', 'locales']","Machine de presse à huile
La machine presse huile sert à presser des grains d'arachide pour extraire l'huile. Cette technique participe à la production des huiles de consommation alimentaires des ménages au niveau local. L'huile d'arachide est très nutritif. Elle est très appréciée par les communautés locales.
Adresse de l'innovateur: Massaoudou Adamou, cel.: +22797860460"
2456,269,"['food preservation', 'innovation challenges', 'positive deviance', 'recycling', 'waste management']","['fermiers', 'fabriquer', 'massaoudou', 'lutte', 'fabriqués', 'permettrons', 'innovateurs', 'œufs', 'innovante', 'villes', 'participe', 'cette', 'adamou', 'cartons', 'leurs', 'la', 'recyclant', 'alvéole', 'alvéoles', 'usagers']","Machine de fabrication des alvéoles d'œufs à partir des cartons
Cette machine innovante sert à fabriquer des alvéole à à partir des cartons. Les alvéoles fabriqués permettrons aux fermiers de conserver leurs œufs en toute sécurité. L'initiative participe aussi à la lutte contre l'insalubrité dans nos villes en recyclant les cartons usagers.
Adresse innovateurs : Massaoudou Adamou"
2457,289,"['animal care', 'farming', 'commercial farming', 'Recycle Waste Plant']","['massaoudou', 'broyeuse', 'transforme', 'sorgho', 'la', 'adresse', 'innovateur', 'broyer', 'adamou', 'tiges', 'machine', 'bétail', 'cel', 'permet', 'mil', 'en', 'les', 'et', 'aliments', 'ou']","Machine broyeuse des tiges de mil ou de sorgho
La machine broyeuse des tiges de mil et de sorgho permet de broyer les tiges de mil et de sorgho et les transforme en aliments bétail.
Adresse innovateur : Massaoudou Adamou, Cel.: +22797860460
-https://www.facebook.com/search/top/?q=massaoudou%20adamou"
2458,269,"['affordable agricultural & industrial machineries', 'behavioral change', 'food preservation', 'zero waste', 'self-sustainable']","['massaoudou', 'lutte', 'cette', 'soudure', 'participe', 'innovantes', 'la', 'adamou', 'légumes', 'viandes', 'période', 'solaire', 'contre', 'elle', 'adresses', 'faim', 'cél', 'aussi', 'ce', 'innovation']","Séchoir Solaire
Ce séchoir solaire solaire permet de sécher 150 à 200 kg des légumes de viandes, etc. Du coup, cette innovation participe à la lutte contre la faim. Elle permet aussi de conserver les légumes et les utiliser en période de soudure. Adresses innovantes : Massaoudou Adamou; Cél. : +22797860460 https://www.facebook.com/search/top/?q=massaoudou%20adamou"
2459,177,"['waste management', 'zero waste']","['landfills', 'unemployment', 'landfill', 'waste', 'diseases', 'recycling', 'reducing', 'minimisation', 'composting', 'businesses', 'reduced', 'environmental', 'compost']","Mbabane Waste Minimisation System
About 48tonnes of unsegregated waste is generated per day and directed to landfills resulting in a reduced lifespan for the city’s landfill and an unsustainable living environment for the city of Mbabane. Furthermore, unemployment remains high in the city, yet opportunities to derive livelihoods from waste exist for the city’s dwellers. Additionally, inappropriately managed waste can result in the outbreak of diseases. The absence of an appropriate legal instrument to promote sustainable waste management practices has resulted in the slow uptake of recycling and sustainable waste management practices. Additionally, current waste management practices have resulted in a big carbon footprint for the city. 
The solution aims at:
- Promoting waste segregation as a social norm in Mbabane City
- Enabling and encouraging legislation on waste segregation
- Using waste to improve livelihoods by transforming waste management into sustainable business opportunities.
- Introducing new Technologies of Composting (i.e. bokashi) – with the aim of improving soil nutrients, increasing yields for organic produce, thus improving livelihoods, and providing economic incentives for good environmental practices through, i.e. sale of organic compost and farmers produce from backyard gardens,
- Reducing the city’s carbon footprint, as a climate action response,
The project is currently being piloted at 4 Mbabane communities (namely Pine Valley, Mbangweni, Woodlands and Msunduza) and 76 business outlets. The opportunities for income generation especially for the businesses, and the benefits currently observed make the potential for sustainability of this initiatives high. Additionally, through the learnings from this piloting phase and the passing of the Waste Management Regulations, the project will be scaleable to all other communities within the Municipal Council of Mbabane’s jurisdiction."
2460,164,['financial inclusion'],"['unemployed', 'pandemic', 'inconvenience', 'businesses', 'entrepreneurs', 'virus', 'unbanked']","ePaynet - Digital Payment Solutions
Financial exclusion / lack of access to credit facilities: Most potential entrepreneurs, especially in rural areas are unemployed, financially dependent on other people, have no credit history in the country, or are unbanked, and they reside in becoming financially excluded due to their social status. With the COVID-19 pandemic at play, exchanging frequently touched items, including notes and coins could transmit the virus as well. Inconvenience: People have to leave their comfort zones in order to deposit or withdraw cash to make purchases. Others are very busy to do so, thus limiting the amount of time on spending, in which the government needs for economic growth. 
ePayNet is a technological innovation that aims at: - Empowering woman entrepreneurs by helping them get access to quick or instant loans in order for them to start and operate their own businesses. - Reducing the spread of COVID-19 through the use of FINTECH, limiting the number of people travelling to the most congested areas to deposit or get cash, and to avoid the exchange of notes and coins from one hand to another. - Bringing great convenience to all ePayNet clients. Enabling clients to make transactions at the comfort of their spaces at reasonable charges. In partnership with MTN, Digimage Investments developed a FINTECH driven solution towards financial inclusion. The initiative enhances client experience through an electronic platform to process payments through mobile money or bank cards. It offers interoperability between banks and mobile money for people to transfer funds between the two at the comfort of their spaces. The initiative links clients (including woman entrepreneurs in rural areas, who cannot move around in search of funds due to increased costs and the COVID-19 pandemic) to their SACCOS, stokvels and micro lenders, so they can borrow, repay and save via the platform. Clients also make donations, give offerings, pay school fees, pay to companies and utility bills. The product relies on excessive training of staff (both Digimage and MTN) and clients on how to use product, and robust marketing."
2461,310,"['recycling', 'waste for livelihoods', 'zero waste']","['shoes', 'shoe', 'tires', 'car', 'base', 'sustainable', 'solution']","Sustainable Shoes
a shoe solution made from used car tires as a base."
2462,123,"['plastic waste', 'obc']","['gmail', 'comunitaria', 'changuinola', 'contenerización', 'reciclaje', 'recuperación', 'recolección', 'desarrollo', 'comprometida', 'asociacionkanire', 'tratamiento', 'generación', 'com', 'provincia', 'boscas', 'sociedad', 'plásticos', 'plástico', 'separación', 'lucro']","Kä Nire
N/A
asociacionkanire@gmail.com
OBC sin fines de lucro, comprometida con el desarrollo humano sostenible. Recuperación de materiales reciclables (plástico)
Provincia de Boscas del Toro, Distrito de Changuinola
https://www.facebook.com/Asociaci%C3%B3n-K%C3%A4-Nire-104581198300461/
Organización comunitaria/sociedad civil
Origen/Generación
Separación/Contenerización
Recolección
Tratamiento/ Reciclaje
Plásticos"
2463,276,"['children', 'toys']","['toys', 'wooden']","Eco Toys 
The solution presents toys that are made from waste wires and other discarded materials. These toys are not new as they have been made locally by children who normally cannot afford store bought toys. The wooden toys are made from offcuts during furniture making"
2464,59,"['recycle waste plastic', 'waste for livelihoods']",['weddings'],"Waste to Mats
These are mats made from sweet/ candy wraps. Sitting mats are an important part of the Swazi Culture. They are normally made from a grass known as lukhwane that are a wetland species. They are used in many traditional ceremonies including as important gifts to the groom and his family during weddings, and as an important material used during the burial of a loved one (normally a senior male family member). Local women have now started making them from many forms of plastic waste including single use plastic shopping bags, sweet wrappers and many other single use plastic material. this solutions therefore provides a recycling avenue for this type of waste while also helping to improve local incomes."
2465,39,['eco- housing'],"['pets', 'renewable', 'grass', 'wood', 'housing', 'houses', 'pet', 'hut']","Pet Housing
This is a locally made solution for housing pets. it is made from grass, a fast growing renewable material, thus limiting the need for pet houses made from materials such as plastic or wood. This solution is adapted from a larger version of a traditional Swazi hut."
2466,5,['innovation'],"['chicken', 'eggs', 'insulation', 'bird', 'nest', 'egg', 'safety', 'laying', 'hatching']","Silulu
- Egg Laying Solution
Silulu is a traditional solution for chicken to lay eggs in. It is an adapted version of a bird's nest and provides the good insulation needed to keep the eggs at the right temperature for hatching. it also provides safety as well."
2467,17,"['reneweable energy', 'biogas', 'biofuel']","['heating', 'solar', 'fuel', 'biomass', 'olive', 'powered', 'compresses', 'mobile', 'الحمود', 'heat', 'phone', 'هيثم', 'pulpy', 'إسماعيل']","Compressing machine: Turns Olive residue into cylindrical pellets that are used for heating 
هيثم إسماعيل الحمود Haitham Isamil Al- Hamoud 
Syria - Raqqa Directly through Solutions mapping focal point Solutions Holder Mobile Phone: 994410504
No
It is a solar-powered compressing machine that compresses the pulpy olive residue and turns it into what is locally called ""Birin"" . The machine compresses the birin and turns it into cylindrical pellets that are used as biomass fuel to heat homes. 
1500$
5 
It has been produced twice and users had satisfactory experience 
The solution can only be aplied in countries where olive trees

DIY / open source
Yes
Product
Advance order has to be given"
2468,269,"['energy efficiency', 'woman empowerment', 'women employment', 'youth and unemployment', 'conservation']","['légumes', 'appliquée', 'fruits', 'servir', 'poisson', 'longue', 'collectivités', 'froide', 'viande', 'lieux', 'adapté', 'la', 'énergie', 'vendeuses', 'réduire', 'coût', 'entreprise', 'vendus', 'consommation', 'échelles']","Chambre froide multifonction
Il s’agit d’une chambre froide pour la conservation des fruits et légumes, le poisson et la viande
La solution répond aux défis suivants: - Absence de certains produits sur la place du marché - Détérioration des légumes et fruits non vendus; -Absence de locale de conservation; - Coût élevé de l’énergie
le rôle de la solution: -Permettre la conservation des produits sur une longue durée; -Servir de hall de stockage; -Réduire le coût de consommation de l’énergie
A qui s'adresse la solution? -Vendeuses et vendeurs de produits périssables ; -Collectivités territoriales
Les enseignements importants tirés: Système de conservation très adapté pour les vendeuses et vendeurs de denrées très périssables installés dans les marchés
Comment cette solution peut être appliquée ? - Formation des acteurs intéressés; - Sensibilisation pour une utilisation à grande échelles dans les marchés et autres lieux publics
Promoteur de la solution : Entreprise SALGATECH Sarl ; Cel. : 68 27 97 26"
